,RegionName,variable,value
10779,Edgebrook,2001-04,295772.0
10780,South Deering,2001-04,67449.0
10781,Lincoln Square,2001-04,265289.0
10782,Kelvin Park,2001-04,180581.0
10783,West Chatham,2001-04,0.0
10784,Lathrop Homes,2001-04,443084.0
10785,Douglas Park,2001-04,0.0
10786,Homan Square,2001-04,168339.0
10787,West Chesterfield,2001-04,98072.0
10788,East Beverly,2001-04,205720.0
10789,West Beverly,2001-04,163391.0
10790,Goose Island,2001-04,309478.0
10791,Bowmanville,2001-04,282715.0
10792,Oriole Park,2001-04,231018.0
10793,Hanson Park,2001-04,188814.0
10794,Ranch Triangle,2001-04,481095.0
10795,Wrigleyville,2001-04,333547.0
10796,North Kenwood,2001-04,220694.0
10797,Vittum Park,2001-04,148044.0
10798,Wildwood,2001-04,292303.0
10799,Old Norwood Park,2001-04,270438.0
10800,Oakland,2001-04,184084.0
10801,Ida B. Wells - Darrow Homes,2001-04,0.0
10802,Pulaski Park,2001-04,277984.0
10803,Avalon Park,2001-04,123813.0
10804,Lake Meadows,2001-04,209741.0
10805,Ravenswood Manor,2001-04,350839.0
10806,West De Paul,2001-04,516404.0
10807,Chinatown,2001-04,180864.0
10808,Andersonville,2001-04,281578.0
10809,Stony Island Park,2001-04,140305.0
10810,West Morgan Park,2001-04,153282.0
10811,Belmont Terrace,2001-04,182402.0
10812,Magnolia Glen,2001-04,267814.0
10813,Altgeld Gardens,2001-04,0.0
10814,Graceland West,2001-04,401442.0
10815,Marynook,2001-04,122489.0
10816,The Bush,2001-04,0.0
10817,Dearborn Park,2001-04,267834.0
10818,Fifth City,2001-04,0.0
10819,Lakewood - Balmoral,2001-04,597475.0
10820,The Gap,2001-04,238348.0
10821,South East Ravenswood,2001-04,442501.0
10822,Kennedy Park,2001-04,165514.0
10823,The Robert Taylor Homes,2001-04,0.0
10824,Jackson Park Highlands,2001-04,0.0
10825,O'Hare International Airport,2001-04,0.0
10826,Princeton Park,2001-04,0.0
10827,Printers Row,2001-04,220375.0
10828,River West,2001-04,315071.0
10829,Illinois Medical District,2001-04,0.0
10830,Gladstone Park,2001-04,229972.0
10831,Cottage Grove Heights,2001-04,0.0
10832,East Pilsen,2001-04,236158.0
10833,Fuller Park,2001-04,0.0
10834,Ravenswood Gardens,2001-04,308939.0
10835,Sauganash Woods,2001-04,277552.0
10836,River's Edge,2001-04,0.0
10837,LeClaire Courts,2001-04,0.0
10838,Pill Hill,2001-04,108391.0
10839,South Old Irving Park,2001-04,223842.0
10840,Tally's Corner,2001-04,238991.0
10841,South Commons,2001-04,0.0
10842,Chrysler Village,2001-04,114086.0
10843,Parkview,2001-04,137447.0
10844,Pullman,2001-04,0.0
10845,Peterson Park,2001-04,296353.0
10846,Beverly Woods,2001-04,147668.0
10847,Greektown,2001-04,0.0
10848,Forest Glen,2001-04,256253.0
10849,Sleepy Hollow,2001-04,123226.0
10850,The Island,2001-04,0.0
10851,Edgewater Glen,2001-04,256889.0
10852,Golden Gate,2001-04,0.0
10853,Marycrest,2001-04,233518.0
10854,Winneconna Parkway,2001-04,0.0
10855,Stateway Gardens,2001-04,0.0
10856,Lithuanian Plaza,2001-04,0.0
10857,Heart of Italy,2001-04,0.0
10858,Old Edgebrook,2001-04,407033.0
10859,The Villa,2001-04,316764.0
10860,Beverly View,2001-04,105035.0
10861,Eden Green,2001-04,0.0
10862,Mount Greenwood Heights,2001-04,150211.0
10863,Cabrini Green,2001-04,0.0
10864,Schorsch Forest View,2001-04,252172.0
10865,Riverdale,2001-04,0.0
10866,Groveland Park,2001-04,0.0
10867,Brynford Park,2001-04,370849.0
10868,Logan Square,2001-05,229363.0
10869,Little Village,2001-05,0.0
10870,West Rogers Park,2001-05,202006.0
10871,South Austin,2001-05,0.0
10872,Albany Park,2001-05,207616.0
10873,Uptown,2001-05,216115.0
10874,Lake View,2001-05,358515.0
10875,Rogers Park,2001-05,166385.0
10876,Gresham,2001-05,116825.0
10877,Brighton Park,2001-05,126337.0
10878,Englewood,2001-05,0.0
10879,Jefferson Park,2001-05,233250.0
10880,Portage Park,2001-05,243708.0
10881,South Loop,2001-05,249443.0
10882,Humboldt Park,2001-05,141675.0
10883,Gage Park,2001-05,98709.0
10884,Bridgeport,2001-05,203969.0
10885,Edgewater,2001-05,183879.0
10886,Lake View East,2001-05,231323.0
10887,South Shore,2001-05,67461.0
10888,Cragin,2001-05,192975.0
10889,Back of the Yards,2001-05,0.0
10890,West Lawn,2001-05,135643.0
10891,Bronzeville,2001-05,132329.0
10892,Belmont Central,2001-05,177448.0
10893,Marquette Park,2001-05,119388.0
10894,Garfield Ridge,2001-05,176754.0
10895,Near North,2001-05,293715.0
10896,West Pullman,2001-05,67685.0
10897,South Chicago,2001-05,0.0
10898,West Town,2001-05,331488.0
10899,West Englewood,2001-05,0.0
10900,North Austin,2001-05,89218.0
10901,East Garfield Park,2001-05,0.0
10902,Ravenswood,2001-05,282845.0
10903,East Side,2001-05,93851.0
10904,Hermosa,2001-05,114636.0
10905,North Center,2001-05,406211.0
10906,Roseland,2001-05,51353.0
10907,Streeterville,2001-05,337638.0
10908,West Elsdon,2001-05,131641.0
10909,Bucktown,2001-05,396620.0
10910,Hyde Park,2001-05,244068.0
10911,Chicago Lawn,2001-05,85034.0
10912,Chatham,2001-05,95680.0
10913,Clearing,2001-05,172994.0
10914,Avondale,2001-05,232891.0
10915,Heart of Chicago,2001-05,221116.0
10916,University Village - Little Italy,2001-05,340086.0
10917,Morgan Park,2001-05,146255.0
10918,Mount Greenwood,2001-05,157789.0
10919,Archer Heights,2001-05,122557.0
10920,O'Hare,2001-05,202938.0
10921,Near West Side,2001-05,231776.0
10922,Galewood,2001-05,161684.0
10923,Park Manor,2001-05,86470.0
10924,Montclare,2001-05,167346.0
10925,Gold Coast,2001-05,390146.0
10926,Irving Park,2001-05,244411.0
10927,Scottsdale,2001-05,138946.0
10928,West Humboldt Park,2001-05,0.0
10929,Lincoln Park,2001-05,364170.0
10930,West Garfield Park,2001-05,0.0
10931,Ashburn,2001-05,133980.0
10932,McKinley Park,2001-05,94837.0
10933,Woodlawn,2001-05,122307.0
10934,Beverly,2001-05,255063.0
10935,Brainerd,2001-05,113884.0
10936,Belmont Heights,2001-05,194880.0
10937,Belmont Gardens,2001-05,143271.0
10938,Wicker Park,2001-05,360308.0
10939,Old Irving Park,2001-05,303758.0
10940,The Loop,2001-05,303443.0
10941,Calumet Heights,2001-05,124853.0
10942,Grand Crossing,2001-05,0.0
10943,Old Town,2001-05,300939.0
10944,Norwood Park East,2001-05,230532.0
10945,Washington Park,2001-05,0.0
10946,Edison Park,2001-05,242322.0
10947,Pilsen,2001-05,224798.0
10948,Roscoe Village,2001-05,488669.0
10949,Sheffield Neighbors,2001-05,663374.0
10950,Wrightwood Neighbors,2001-05,510522.0
10951,Wrightwood,2001-05,135898.0
10952,Budlong Woods,2001-05,176954.0
10953,Burnside,2001-05,75393.0
10954,Fernwood,2001-05,0.0
10955,Noble Square,2001-05,337919.0
10956,Rosemoor,2001-05,96459.0
10957,Kenwood,2001-05,259804.0
10958,Longwood Manor,2001-05,0.0
10959,Schorsch Village,2001-05,210422.0
10960,Mayfair,2001-05,230105.0
10961,North Mayfair,2001-05,219108.0
10962,West Woodlawn,2001-05,0.0
10963,Sauganash,2001-05,294843.0
10964,East Ukrainian Village,2001-05,296037.0
10965,Dunning,2001-05,203509.0
10966,Old Town Triangle,2001-05,363455.0
10967,Hollywood Park,2001-05,248768.0
10968,Kilbourn Park,2001-05,214360.0
10969,Norwood Park West,2001-05,231473.0
10970,West Loop Gate,2001-05,256884.0
10971,East Chatham,2001-05,0.0
10972,Hegewisch,2001-05,78453.0
10973,New Eastside,2001-05,348949.0
10974,Lake Calumet,2001-05,0.0
10975,North Park,2001-05,260817.0
10976,River North,2001-05,257096.0
10977,Ukrainian Village,2001-05,280045.0
10978,Canaryville,2001-05,147794.0
10979,Tri-Taylor,2001-05,155006.0
10980,Calumet River,2001-05,0.0
10981,Arcadia Terrace,2001-05,249139.0
10982,East Hyde Park,2001-05,184524.0
10983,Fulton River District,2001-05,302540.0
10984,Irving Woods,2001-05,200727.0
10985,Union Ridge,2001-05,219611.0
10986,Washington Heights,2001-05,0.0
10987,Big Oaks,2001-05,253802.0
10988,Edgebrook,2001-05,298786.0
10989,South Deering,2001-05,67576.0
10990,Lincoln Square,2001-05,267908.0
10991,Kelvin Park,2001-05,183203.0
10992,West Chatham,2001-05,0.0
10993,Lathrop Homes,2001-05,445571.0
10994,Douglas Park,2001-05,0.0
10995,Homan Square,2001-05,169844.0
10996,West Chesterfield,2001-05,98740.0
10997,East Beverly,2001-05,208322.0
10998,West Beverly,2001-05,162287.0
10999,Goose Island,2001-05,311374.0
11000,Bowmanville,2001-05,285460.0
11001,Oriole Park,2001-05,232637.0
11002,Hanson Park,2001-05,191431.0
11003,Ranch Triangle,2001-05,483236.0
11004,Wrigleyville,2001-05,335565.0
11005,North Kenwood,2001-05,221531.0
11006,Vittum Park,2001-05,148871.0
11007,Wildwood,2001-05,293423.0
11008,Old Norwood Park,2001-05,272759.0
11009,Oakland,2001-05,182749.0
11010,Ida B. Wells - Darrow Homes,2001-05,0.0
11011,Pulaski Park,2001-05,279539.0
11012,Avalon Park,2001-05,124441.0
11013,Lake Meadows,2001-05,209029.0
11014,Ravenswood Manor,2001-05,351978.0
11015,West De Paul,2001-05,518591.0
11016,Chinatown,2001-05,182918.0
11017,Andersonville,2001-05,286183.0
11018,Stony Island Park,2001-05,139747.0
11019,West Morgan Park,2001-05,153603.0
11020,Belmont Terrace,2001-05,184598.0
11021,Magnolia Glen,2001-05,272981.0
11022,Altgeld Gardens,2001-05,0.0
11023,Graceland West,2001-05,405084.0
11024,Marynook,2001-05,123096.0
11025,The Bush,2001-05,0.0
11026,Dearborn Park,2001-05,269935.0
11027,Fifth City,2001-05,0.0
11028,Lakewood - Balmoral,2001-05,606889.0
11029,The Gap,2001-05,239625.0
11030,South East Ravenswood,2001-05,447733.0
11031,Kennedy Park,2001-05,166214.0
11032,The Robert Taylor Homes,2001-05,0.0
11033,Jackson Park Highlands,2001-05,0.0
11034,O'Hare International Airport,2001-05,0.0
11035,Princeton Park,2001-05,0.0
11036,Printers Row,2001-05,224367.0
11037,River West,2001-05,317454.0
11038,Illinois Medical District,2001-05,0.0
11039,Gladstone Park,2001-05,233025.0
11040,Cottage Grove Heights,2001-05,0.0
11041,East Pilsen,2001-05,239828.0
11042,Fuller Park,2001-05,0.0
11043,Ravenswood Gardens,2001-05,310890.0
11044,Sauganash Woods,2001-05,276535.0
11045,River's Edge,2001-05,0.0
11046,LeClaire Courts,2001-05,0.0
11047,Pill Hill,2001-05,108879.0
11048,South Old Irving Park,2001-05,227615.0
11049,Tally's Corner,2001-05,238570.0
11050,South Commons,2001-05,0.0
11051,Chrysler Village,2001-05,114446.0
11052,Parkview,2001-05,137794.0
11053,Pullman,2001-05,0.0
11054,Peterson Park,2001-05,299835.0
11055,Beverly Woods,2001-05,147577.0
11056,Greektown,2001-05,0.0
11057,Forest Glen,2001-05,257150.0
11058,Sleepy Hollow,2001-05,122847.0
11059,The Island,2001-05,0.0
11060,Edgewater Glen,2001-05,261450.0
11061,Golden Gate,2001-05,0.0
11062,Marycrest,2001-05,231477.0
11063,Winneconna Parkway,2001-05,0.0
11064,Stateway Gardens,2001-05,0.0
11065,Lithuanian Plaza,2001-05,0.0
11066,Heart of Italy,2001-05,0.0
11067,Old Edgebrook,2001-05,411114.0
11068,The Villa,2001-05,319526.0
11069,Beverly View,2001-05,105925.0
11070,Eden Green,2001-05,0.0
11071,Mount Greenwood Heights,2001-05,151580.0
11072,Cabrini Green,2001-05,0.0
11073,Schorsch Forest View,2001-05,253751.0
11074,Riverdale,2001-05,0.0
11075,Groveland Park,2001-05,0.0
11076,Brynford Park,2001-05,374282.0
11077,Logan Square,2001-06,231593.0
11078,Little Village,2001-06,0.0
11079,West Rogers Park,2001-06,203844.0
11080,South Austin,2001-06,0.0
11081,Albany Park,2001-06,209550.0
11082,Uptown,2001-06,218876.0
11083,Lake View,2001-06,360638.0
11084,Rogers Park,2001-06,167889.0
11085,Gresham,2001-06,117325.0
11086,Brighton Park,2001-06,126829.0
11087,Englewood,2001-06,0.0
11088,Jefferson Park,2001-06,235049.0
11089,Portage Park,2001-06,246247.0
11090,South Loop,2001-06,252258.0
11091,Humboldt Park,2001-06,143390.0
11092,Gage Park,2001-06,99631.0
11093,Bridgeport,2001-06,203507.0
11094,Edgewater,2001-06,185853.0
11095,Lake View East,2001-06,233022.0
11096,South Shore,2001-06,67291.0
11097,Cragin,2001-06,195046.0
11098,Back of the Yards,2001-06,0.0
11099,West Lawn,2001-06,136943.0
11100,Bronzeville,2001-06,133467.0
11101,Belmont Central,2001-06,179763.0
11102,Marquette Park,2001-06,120977.0
11103,Garfield Ridge,2001-06,177886.0
11104,Near North,2001-06,295593.0
11105,West Pullman,2001-06,68000.0
11106,South Chicago,2001-06,0.0
11107,West Town,2001-06,332111.0
11108,West Englewood,2001-06,0.0
11109,North Austin,2001-06,90313.0
11110,East Garfield Park,2001-06,0.0
11111,Ravenswood,2001-06,285128.0
11112,East Side,2001-06,94235.0
11113,Hermosa,2001-06,116015.0
11114,North Center,2001-06,409293.0
11115,Roseland,2001-06,51215.0
11116,Streeterville,2001-06,339908.0
11117,West Elsdon,2001-06,132796.0
11118,Bucktown,2001-06,398634.0
11119,Hyde Park,2001-06,244837.0
11120,Chicago Lawn,2001-06,85798.0
11121,Chatham,2001-06,95732.0
11122,Clearing,2001-06,173769.0
11123,Avondale,2001-06,235054.0
11124,Heart of Chicago,2001-06,225374.0
11125,University Village - Little Italy,2001-06,343409.0
11126,Morgan Park,2001-06,146675.0
11127,Mount Greenwood,2001-06,158807.0
11128,Archer Heights,2001-06,123052.0
11129,O'Hare,2001-06,204660.0
11130,Near West Side,2001-06,232748.0
11131,Galewood,2001-06,162522.0
11132,Park Manor,2001-06,86982.0
11133,Montclare,2001-06,169058.0
11134,Gold Coast,2001-06,392807.0
11135,Irving Park,2001-06,247304.0
11136,Scottsdale,2001-06,139984.0
11137,West Humboldt Park,2001-06,0.0
11138,Lincoln Park,2001-06,366011.0
11139,West Garfield Park,2001-06,0.0
11140,Ashburn,2001-06,134588.0
11141,McKinley Park,2001-06,97384.0
11142,Woodlawn,2001-06,124281.0
11143,Beverly,2001-06,255762.0
11144,Brainerd,2001-06,114907.0
11145,Belmont Heights,2001-06,196146.0
11146,Belmont Gardens,2001-06,144939.0
11147,Wicker Park,2001-06,361107.0
11148,Old Irving Park,2001-06,306356.0
11149,The Loop,2001-06,305642.0
11150,Calumet Heights,2001-06,125011.0
11151,Grand Crossing,2001-06,0.0
11152,Old Town,2001-06,303178.0
11153,Norwood Park East,2001-06,232100.0
11154,Washington Park,2001-06,0.0
11155,Edison Park,2001-06,243934.0
11156,Pilsen,2001-06,224573.0
11157,Roscoe Village,2001-06,495067.0
11158,Sheffield Neighbors,2001-06,667144.0
11159,Wrightwood Neighbors,2001-06,513955.0
11160,Wrightwood,2001-06,136255.0
11161,Budlong Woods,2001-06,179094.0
11162,Burnside,2001-06,75547.0
11163,Fernwood,2001-06,0.0
11164,Noble Square,2001-06,339475.0
11165,Rosemoor,2001-06,96754.0
11166,Kenwood,2001-06,261975.0
11167,Longwood Manor,2001-06,0.0
11168,Schorsch Village,2001-06,213597.0
11169,Mayfair,2001-06,233207.0
11170,North Mayfair,2001-06,221267.0
11171,West Woodlawn,2001-06,0.0
11172,Sauganash,2001-06,296718.0
11173,East Ukrainian Village,2001-06,296955.0
11174,Dunning,2001-06,204528.0
11175,Old Town Triangle,2001-06,365384.0
11176,Hollywood Park,2001-06,252154.0
11177,Kilbourn Park,2001-06,216325.0
11178,Norwood Park West,2001-06,233267.0
11179,West Loop Gate,2001-06,259172.0
11180,East Chatham,2001-06,0.0
11181,Hegewisch,2001-06,78629.0
11182,New Eastside,2001-06,351329.0
11183,Lake Calumet,2001-06,0.0
11184,North Park,2001-06,265947.0
11185,River North,2001-06,257220.0
11186,Ukrainian Village,2001-06,278566.0
11187,Canaryville,2001-06,150453.0
11188,Tri-Taylor,2001-06,155807.0
11189,Calumet River,2001-06,0.0
11190,Arcadia Terrace,2001-06,252931.0
11191,East Hyde Park,2001-06,184895.0
11192,Fulton River District,2001-06,304566.0
11193,Irving Woods,2001-06,203461.0
11194,Union Ridge,2001-06,220866.0
11195,Washington Heights,2001-06,0.0
11196,Big Oaks,2001-06,255608.0
11197,Edgebrook,2001-06,301068.0
11198,South Deering,2001-06,67797.0
11199,Lincoln Square,2001-06,273398.0
11200,Kelvin Park,2001-06,186060.0
11201,West Chatham,2001-06,0.0
11202,Lathrop Homes,2001-06,448385.0
11203,Douglas Park,2001-06,0.0
11204,Homan Square,2001-06,171427.0
11205,West Chesterfield,2001-06,98761.0
11206,East Beverly,2001-06,207788.0
11207,West Beverly,2001-06,161805.0
11208,Goose Island,2001-06,314466.0
11209,Bowmanville,2001-06,289581.0
11210,Oriole Park,2001-06,233796.0
11211,Hanson Park,2001-06,194028.0
11212,Ranch Triangle,2001-06,484985.0
11213,Wrigleyville,2001-06,338278.0
11214,North Kenwood,2001-06,224317.0
11215,Vittum Park,2001-06,149468.0
11216,Wildwood,2001-06,294542.0
11217,Old Norwood Park,2001-06,274641.0
11218,Oakland,2001-06,184121.0
11219,Ida B. Wells - Darrow Homes,2001-06,0.0
11220,Pulaski Park,2001-06,281834.0
11221,Avalon Park,2001-06,124237.0
11222,Lake Meadows,2001-06,208539.0
11223,Ravenswood Manor,2001-06,350753.0
11224,West De Paul,2001-06,521507.0
11225,Chinatown,2001-06,182692.0
11226,Andersonville,2001-06,290619.0
11227,Stony Island Park,2001-06,139514.0
11228,West Morgan Park,2001-06,154730.0
11229,Belmont Terrace,2001-06,186810.0
11230,Magnolia Glen,2001-06,278057.0
11231,Altgeld Gardens,2001-06,0.0
11232,Graceland West,2001-06,410227.0
11233,Marynook,2001-06,124269.0
11234,The Bush,2001-06,0.0
11235,Dearborn Park,2001-06,272025.0
11236,Fifth City,2001-06,0.0
11237,Lakewood - Balmoral,2001-06,614446.0
11238,The Gap,2001-06,241428.0
11239,South East Ravenswood,2001-06,452628.0
11240,Kennedy Park,2001-06,167834.0
11241,The Robert Taylor Homes,2001-06,0.0
11242,Jackson Park Highlands,2001-06,0.0
11243,O'Hare International Airport,2001-06,0.0
11244,Princeton Park,2001-06,0.0
11245,Printers Row,2001-06,226847.0
11246,River West,2001-06,320283.0
11247,Illinois Medical District,2001-06,0.0
11248,Gladstone Park,2001-06,234723.0
11249,Cottage Grove Heights,2001-06,0.0
11250,East Pilsen,2001-06,245917.0
11251,Fuller Park,2001-06,0.0
11252,Ravenswood Gardens,2001-06,309419.0
11253,Sauganash Woods,2001-06,277563.0
11254,River's Edge,2001-06,0.0
11255,LeClaire Courts,2001-06,0.0
11256,Pill Hill,2001-06,109505.0
11257,South Old Irving Park,2001-06,231466.0
11258,Tally's Corner,2001-06,240259.0
11259,South Commons,2001-06,0.0
11260,Chrysler Village,2001-06,114618.0
11261,Parkview,2001-06,137439.0
11262,Pullman,2001-06,0.0
11263,Peterson Park,2001-06,302854.0
11264,Beverly Woods,2001-06,147356.0
11265,Greektown,2001-06,0.0
11266,Forest Glen,2001-06,259546.0
11267,Sleepy Hollow,2001-06,123282.0
11268,The Island,2001-06,0.0
11269,Edgewater Glen,2001-06,266688.0
11270,Golden Gate,2001-06,0.0
11271,Marycrest,2001-06,231252.0
11272,Winneconna Parkway,2001-06,0.0
11273,Stateway Gardens,2001-06,0.0
11274,Lithuanian Plaza,2001-06,0.0
11275,Heart of Italy,2001-06,0.0
11276,Old Edgebrook,2001-06,411434.0
11277,The Villa,2001-06,320010.0
11278,Beverly View,2001-06,105877.0
11279,Eden Green,2001-06,0.0
11280,Mount Greenwood Heights,2001-06,153339.0
11281,Cabrini Green,2001-06,0.0
11282,Schorsch Forest View,2001-06,255776.0
11283,Riverdale,2001-06,0.0
11284,Groveland Park,2001-06,0.0
11285,Brynford Park,2001-06,377268.0
11286,Logan Square,2001-07,234208.0
11287,Little Village,2001-07,0.0
11288,West Rogers Park,2001-07,206231.0
11289,South Austin,2001-07,0.0
11290,Albany Park,2001-07,212802.0
11291,Uptown,2001-07,222369.0
11292,Lake View,2001-07,363525.0
11293,Rogers Park,2001-07,169549.0
11294,Gresham,2001-07,117477.0
11295,Brighton Park,2001-07,126993.0
11296,Englewood,2001-07,0.0
11297,Jefferson Park,2001-07,237035.0
11298,Portage Park,2001-07,248950.0
11299,South Loop,2001-07,255728.0
11300,Humboldt Park,2001-07,145766.0
11301,Gage Park,2001-07,100400.0
11302,Bridgeport,2001-07,203345.0
11303,Edgewater,2001-07,187946.0
11304,Lake View East,2001-07,235255.0
11305,South Shore,2001-07,66786.0
11306,Cragin,2001-07,197262.0
11307,Back of the Yards,2001-07,0.0
11308,West Lawn,2001-07,138425.0
11309,Bronzeville,2001-07,134599.0
11310,Belmont Central,2001-07,181936.0
11311,Marquette Park,2001-07,122540.0
11312,Garfield Ridge,2001-07,179192.0
11313,Near North,2001-07,298528.0
11314,West Pullman,2001-07,68074.0
11315,South Chicago,2001-07,0.0
11316,West Town,2001-07,334019.0
11317,West Englewood,2001-07,0.0
11318,North Austin,2001-07,92228.0
11319,East Garfield Park,2001-07,0.0
11320,Ravenswood,2001-07,288954.0
11321,East Side,2001-07,94337.0
11322,Hermosa,2001-07,117580.0
11323,North Center,2001-07,414363.0
11324,Roseland,2001-07,51294.0
11325,Streeterville,2001-07,343016.0
11326,West Elsdon,2001-07,133906.0
11327,Bucktown,2001-07,401063.0
11328,Hyde Park,2001-07,247400.0
11329,Chicago Lawn,2001-07,86645.0
11330,Chatham,2001-07,95708.0
11331,Clearing,2001-07,174342.0
11332,Avondale,2001-07,236981.0
11333,Heart of Chicago,2001-07,228414.0
11334,University Village - Little Italy,2001-07,345201.0
11335,Morgan Park,2001-07,146917.0
11336,Mount Greenwood,2001-07,159798.0
11337,Archer Heights,2001-07,123505.0
11338,O'Hare,2001-07,206140.0
11339,Near West Side,2001-07,233781.0
11340,Galewood,2001-07,163648.0
11341,Park Manor,2001-07,86960.0
11342,Montclare,2001-07,170823.0
11343,Gold Coast,2001-07,396534.0
11344,Irving Park,2001-07,250805.0
11345,Scottsdale,2001-07,141161.0
11346,West Humboldt Park,2001-07,0.0
11347,Lincoln Park,2001-07,368398.0
11348,West Garfield Park,2001-07,0.0
11349,Ashburn,2001-07,135366.0
11350,McKinley Park,2001-07,99860.0
11351,Woodlawn,2001-07,126388.0
11352,Beverly,2001-07,257157.0
11353,Brainerd,2001-07,115776.0
11354,Belmont Heights,2001-07,198338.0
11355,Belmont Gardens,2001-07,146537.0
11356,Wicker Park,2001-07,363916.0
11357,Old Irving Park,2001-07,309116.0
11358,The Loop,2001-07,306826.0
11359,Calumet Heights,2001-07,125514.0
11360,Grand Crossing,2001-07,0.0
11361,Old Town,2001-07,305987.0
11362,Norwood Park East,2001-07,233118.0
11363,Washington Park,2001-07,0.0
11364,Edison Park,2001-07,246128.0
11365,Pilsen,2001-07,222631.0
11366,Roscoe Village,2001-07,499281.0
11367,Sheffield Neighbors,2001-07,672213.0
11368,Wrightwood Neighbors,2001-07,516619.0
11369,Wrightwood,2001-07,136820.0
11370,Budlong Woods,2001-07,180774.0
11371,Burnside,2001-07,75905.0
11372,Fernwood,2001-07,0.0
11373,Noble Square,2001-07,340646.0
11374,Rosemoor,2001-07,96818.0
11375,Kenwood,2001-07,265193.0
11376,Longwood Manor,2001-07,0.0
11377,Schorsch Village,2001-07,216744.0
11378,Mayfair,2001-07,236317.0
11379,North Mayfair,2001-07,223194.0
11380,West Woodlawn,2001-07,0.0
11381,Sauganash,2001-07,298469.0
11382,East Ukrainian Village,2001-07,298428.0
11383,Dunning,2001-07,205417.0
11384,Old Town Triangle,2001-07,366860.0
11385,Hollywood Park,2001-07,255103.0
11386,Kilbourn Park,2001-07,218899.0
11387,Norwood Park West,2001-07,234738.0
11388,West Loop Gate,2001-07,261766.0
11389,East Chatham,2001-07,0.0
11390,Hegewisch,2001-07,78610.0
11391,New Eastside,2001-07,354780.0
11392,Lake Calumet,2001-07,0.0
11393,North Park,2001-07,271659.0
11394,River North,2001-07,257799.0
11395,Ukrainian Village,2001-07,277973.0
11396,Canaryville,2001-07,153149.0
11397,Tri-Taylor,2001-07,157348.0
11398,Calumet River,2001-07,0.0
11399,Arcadia Terrace,2001-07,254179.0
11400,East Hyde Park,2001-07,186294.0
11401,Fulton River District,2001-07,307356.0
11402,Irving Woods,2001-07,206717.0
11403,Union Ridge,2001-07,222544.0
11404,Washington Heights,2001-07,0.0
11405,Big Oaks,2001-07,258180.0
11406,Edgebrook,2001-07,303245.0
11407,South Deering,2001-07,67724.0
11408,Lincoln Square,2001-07,279064.0
11409,Kelvin Park,2001-07,188908.0
11410,West Chatham,2001-07,0.0
11411,Lathrop Homes,2001-07,451713.0
11412,Douglas Park,2001-07,0.0
11413,Homan Square,2001-07,169472.0
11414,West Chesterfield,2001-07,98909.0
11415,East Beverly,2001-07,209170.0
11416,West Beverly,2001-07,162125.0
11417,Goose Island,2001-07,317488.0
11418,Bowmanville,2001-07,295531.0
11419,Oriole Park,2001-07,234970.0
11420,Hanson Park,2001-07,196712.0
11421,Ranch Triangle,2001-07,488483.0
11422,Wrigleyville,2001-07,341878.0
11423,North Kenwood,2001-07,227555.0
11424,Vittum Park,2001-07,150578.0
11425,Wildwood,2001-07,296180.0
11426,Old Norwood Park,2001-07,276032.0
11427,Oakland,2001-07,184317.0
11428,Ida B. Wells - Darrow Homes,2001-07,0.0
11429,Pulaski Park,2001-07,283683.0
11430,Avalon Park,2001-07,123702.0
11431,Lake Meadows,2001-07,209457.0
11432,Ravenswood Manor,2001-07,347369.0
11433,West De Paul,2001-07,525494.0
11434,Chinatown,2001-07,184172.0
11435,Andersonville,2001-07,295212.0
11436,Stony Island Park,2001-07,139823.0
11437,West Morgan Park,2001-07,156546.0
11438,Belmont Terrace,2001-07,189380.0
11439,Magnolia Glen,2001-07,280465.0
11440,Altgeld Gardens,2001-07,0.0
11441,Graceland West,2001-07,414270.0
11442,Marynook,2001-07,125279.0
11443,The Bush,2001-07,0.0
11444,Dearborn Park,2001-07,274382.0
11445,Fifth City,2001-07,0.0
11446,Lakewood - Balmoral,2001-07,615149.0
11447,The Gap,2001-07,243232.0
11448,South East Ravenswood,2001-07,457960.0
11449,Kennedy Park,2001-07,170177.0
11450,The Robert Taylor Homes,2001-07,0.0
11451,Jackson Park Highlands,2001-07,0.0
11452,O'Hare International Airport,2001-07,0.0
11453,Princeton Park,2001-07,0.0
11454,Printers Row,2001-07,229231.0
11455,River West,2001-07,322507.0
11456,Illinois Medical District,2001-07,0.0
11457,Gladstone Park,2001-07,237030.0
11458,Cottage Grove Heights,2001-07,0.0
11459,East Pilsen,2001-07,248185.0
11460,Fuller Park,2001-07,0.0
11461,Ravenswood Gardens,2001-07,305975.0
11462,Sauganash Woods,2001-07,280104.0
11463,River's Edge,2001-07,0.0
11464,LeClaire Courts,2001-07,0.0
11465,Pill Hill,2001-07,110066.0
11466,South Old Irving Park,2001-07,235932.0
11467,Tally's Corner,2001-07,240589.0
11468,South Commons,2001-07,0.0
11469,Chrysler Village,2001-07,115206.0
11470,Parkview,2001-07,137394.0
11471,Pullman,2001-07,0.0
11472,Peterson Park,2001-07,305349.0
11473,Beverly Woods,2001-07,148474.0
11474,Greektown,2001-07,0.0
11475,Forest Glen,2001-07,262194.0
11476,Sleepy Hollow,2001-07,124412.0
11477,The Island,2001-07,0.0
11478,Edgewater Glen,2001-07,270650.0
11479,Golden Gate,2001-07,0.0
