,RegionName,variable,value
27876,Pilsen,2008-02,322867.0
27877,Roscoe Village,2008-02,696625.0
27878,Sheffield Neighbors,2008-02,911871.0
27879,Wrightwood Neighbors,2008-02,639410.0
27880,Wrightwood,2008-02,207718.0
27881,Budlong Woods,2008-02,286182.0
27882,Burnside,2008-02,127405.0
27883,Fernwood,2008-02,0.0
27884,Noble Square,2008-02,451777.0
27885,Rosemoor,2008-02,148520.0
27886,Kenwood,2008-02,410212.0
27887,Longwood Manor,2008-02,0.0
27888,Schorsch Village,2008-02,329648.0
27889,Mayfair,2008-02,339454.0
27890,North Mayfair,2008-02,327286.0
27891,West Woodlawn,2008-02,0.0
27892,Sauganash,2008-02,446662.0
27893,East Ukrainian Village,2008-02,422515.0
27894,Dunning,2008-02,311012.0
27895,Old Town Triangle,2008-02,472215.0
27896,Hollywood Park,2008-02,384643.0
27897,Kilbourn Park,2008-02,341549.0
27898,Norwood Park West,2008-02,339262.0
27899,West Loop Gate,2008-02,320816.0
27900,East Chatham,2008-02,0.0
27901,Hegewisch,2008-02,120887.0
27902,New Eastside,2008-02,493570.0
27903,Lake Calumet,2008-02,0.0
27904,North Park,2008-02,427304.0
27905,River North,2008-02,342680.0
27906,Ukrainian Village,2008-02,408995.0
27907,Canaryville,2008-02,249664.0
27908,Tri-Taylor,2008-02,240016.0
27909,Calumet River,2008-02,0.0
27910,Arcadia Terrace,2008-02,390385.0
27911,East Hyde Park,2008-02,281616.0
27912,Fulton River District,2008-02,385554.0
27913,Irving Woods,2008-02,307242.0
27914,Union Ridge,2008-02,312899.0
27915,Washington Heights,2008-02,0.0
27916,Big Oaks,2008-02,356317.0
27917,Edgebrook,2008-02,444429.0
27918,South Deering,2008-02,95887.0
27919,Lincoln Square,2008-02,417758.0
27920,Kelvin Park,2008-02,304240.0
27921,West Chatham,2008-02,0.0
27922,Lathrop Homes,2008-02,590336.0
27923,Douglas Park,2008-02,0.0
27924,Homan Square,2008-02,263876.0
27925,West Chesterfield,2008-02,152225.0
27926,East Beverly,2008-02,327073.0
27927,West Beverly,2008-02,283747.0
27928,Goose Island,2008-02,416165.0
27929,Bowmanville,2008-02,463057.0
27930,Oriole Park,2008-02,343610.0
27931,Hanson Park,2008-02,321900.0
27932,Ranch Triangle,2008-02,622131.0
27933,Wrigleyville,2008-02,437133.0
27934,North Kenwood,2008-02,360890.0
27935,Vittum Park,2008-02,243139.0
27936,Wildwood,2008-02,439850.0
27937,Old Norwood Park,2008-02,411032.0
27938,Oakland,2008-02,335647.0
27939,Ida B. Wells - Darrow Homes,2008-02,0.0
27940,Pulaski Park,2008-02,416504.0
27941,Avalon Park,2008-02,210985.0
27942,Lake Meadows,2008-02,298792.0
27943,Ravenswood Manor,2008-02,563345.0
27944,West De Paul,2008-02,687268.0
27945,Chinatown,2008-02,300534.0
27946,Andersonville,2008-02,448862.0
27947,Stony Island Park,2008-02,218771.0
27948,West Morgan Park,2008-02,263332.0
27949,Belmont Terrace,2008-02,280763.0
27950,Magnolia Glen,2008-02,412985.0
27951,Altgeld Gardens,2008-02,0.0
27952,Graceland West,2008-02,558600.0
27953,Marynook,2008-02,178012.0
27954,The Bush,2008-02,0.0
27955,Dearborn Park,2008-02,368345.0
27956,Fifth City,2008-02,0.0
27957,Lakewood - Balmoral,2008-02,859004.0
27958,The Gap,2008-02,425210.0
27959,South East Ravenswood,2008-02,709022.0
27960,Kennedy Park,2008-02,284895.0
27961,The Robert Taylor Homes,2008-02,0.0
27962,Jackson Park Highlands,2008-02,0.0
27963,O'Hare International Airport,2008-02,324666.0
27964,Princeton Park,2008-02,0.0
27965,Printers Row,2008-02,298973.0
27966,River West,2008-02,405805.0
27967,Illinois Medical District,2008-02,0.0
27968,Gladstone Park,2008-02,350049.0
27969,Cottage Grove Heights,2008-02,0.0
27970,East Pilsen,2008-02,371814.0
27971,Fuller Park,2008-02,0.0
27972,Ravenswood Gardens,2008-02,495642.0
27973,Sauganash Woods,2008-02,392942.0
27974,River's Edge,2008-02,826392.0
27975,LeClaire Courts,2008-02,0.0
27976,Pill Hill,2008-02,159120.0
27977,South Old Irving Park,2008-02,378062.0
27978,Tally's Corner,2008-02,379738.0
27979,South Commons,2008-02,0.0
27980,Chrysler Village,2008-02,181101.0
27981,Parkview,2008-02,210702.0
27982,Pullman,2008-02,0.0
27983,Peterson Park,2008-02,446111.0
27984,Beverly Woods,2008-02,236644.0
27985,Greektown,2008-02,0.0
27986,Forest Glen,2008-02,390466.0
27987,Sleepy Hollow,2008-02,198251.0
27988,The Island,2008-02,0.0
27989,Edgewater Glen,2008-02,383515.0
27990,Golden Gate,2008-02,0.0
27991,Marycrest,2008-02,305849.0
27992,Winneconna Parkway,2008-02,0.0
27993,Stateway Gardens,2008-02,180057.0
27994,Lithuanian Plaza,2008-02,0.0
27995,Heart of Italy,2008-02,0.0
27996,Old Edgebrook,2008-02,644925.0
27997,The Villa,2008-02,513969.0
27998,Beverly View,2008-02,149203.0
27999,Eden Green,2008-02,0.0
28000,Mount Greenwood Heights,2008-02,252873.0
28001,Cabrini Green,2008-02,310927.0
28002,Schorsch Forest View,2008-02,380864.0
28003,Riverdale,2008-02,0.0
28004,Groveland Park,2008-02,0.0
28005,Brynford Park,2008-02,555902.0
28006,Logan Square,2008-03,388867.0
28007,Little Village,2008-03,0.0
28008,West Rogers Park,2008-03,327082.0
28009,South Austin,2008-03,0.0
28010,Albany Park,2008-03,334746.0
28011,Uptown,2008-03,309457.0
28012,Lake View,2008-03,472313.0
28013,Rogers Park,2008-03,260003.0
28014,Gresham,2008-03,184037.0
28015,Brighton Park,2008-03,209739.0
28016,Englewood,2008-03,0.0
28017,Jefferson Park,2008-03,346336.0
28018,Portage Park,2008-03,381063.0
28019,South Loop,2008-03,353958.0
28020,Humboldt Park,2008-03,263502.0
28021,Gage Park,2008-03,175049.0
28022,Bridgeport,2008-03,357163.0
28023,Edgewater,2008-03,264843.0
28024,Lake View East,2008-03,304525.0
28025,South Shore,2008-03,116955.0
28026,Cragin,2008-03,317234.0
28027,Back of the Yards,2008-03,0.0
28028,West Lawn,2008-03,225720.0
28029,Bronzeville,2008-03,237146.0
28030,Belmont Central,2008-03,281378.0
28031,Marquette Park,2008-03,196700.0
28032,Garfield Ridge,2008-03,269120.0
28033,Near North,2008-03,396496.0
28034,West Pullman,2008-03,105900.0
28035,South Chicago,2008-03,0.0
28036,West Town,2008-03,475660.0
28037,West Englewood,2008-03,0.0
28038,North Austin,2008-03,163663.0
28039,East Garfield Park,2008-03,0.0
28040,Ravenswood,2008-03,441033.0
28041,East Side,2008-03,147678.0
28042,Hermosa,2008-03,198771.0
28043,North Center,2008-03,616282.0
28044,Roseland,2008-03,80438.0
28045,Streeterville,2008-03,457409.0
28046,West Elsdon,2008-03,213378.0
28047,Bucktown,2008-03,544713.0
28048,Hyde Park,2008-03,392633.0
28049,Chicago Lawn,2008-03,162454.0
28050,Chatham,2008-03,156747.0
28051,Clearing,2008-03,268059.0
28052,Avondale,2008-03,356741.0
28053,Heart of Chicago,2008-03,350127.0
28054,University Village - Little Italy,2008-03,466942.0
28055,Morgan Park,2008-03,203039.0
28056,Mount Greenwood,2008-03,259864.0
28057,Archer Heights,2008-03,202366.0
28058,O'Hare,2008-03,312477.0
28059,Near West Side,2008-03,323390.0
28060,Galewood,2008-03,273832.0
28061,Park Manor,2008-03,152697.0
28062,Montclare,2008-03,274742.0
28063,Gold Coast,2008-03,508988.0
28064,Irving Park,2008-03,374330.0
28065,Scottsdale,2008-03,225154.0
28066,West Humboldt Park,2008-03,0.0
28067,Lincoln Park,2008-03,479225.0
28068,West Garfield Park,2008-03,0.0
28069,Ashburn,2008-03,215278.0
28070,McKinley Park,2008-03,178154.0
28071,Woodlawn,2008-03,232082.0
28072,Beverly,2008-03,375287.0
28073,Brainerd,2008-03,174662.0
28074,Belmont Heights,2008-03,294363.0
28075,Belmont Gardens,2008-03,236287.0
28076,Wicker Park,2008-03,509605.0
28077,Old Irving Park,2008-03,463396.0
28078,The Loop,2008-03,408659.0
28079,Calumet Heights,2008-03,193130.0
28080,Grand Crossing,2008-03,0.0
28081,Old Town,2008-03,386515.0
28082,Norwood Park East,2008-03,347565.0
28083,Washington Park,2008-03,0.0
28084,Edison Park,2008-03,371074.0
28085,Pilsen,2008-03,316265.0
28086,Roscoe Village,2008-03,698974.0
28087,Sheffield Neighbors,2008-03,897315.0
28088,Wrightwood Neighbors,2008-03,641186.0
28089,Wrightwood,2008-03,208225.0
28090,Budlong Woods,2008-03,287272.0
28091,Burnside,2008-03,126501.0
28092,Fernwood,2008-03,0.0
28093,Noble Square,2008-03,454643.0
28094,Rosemoor,2008-03,148863.0
28095,Kenwood,2008-03,404664.0
28096,Longwood Manor,2008-03,0.0
28097,Schorsch Village,2008-03,327006.0
28098,Mayfair,2008-03,338643.0
28099,North Mayfair,2008-03,325493.0
28100,West Woodlawn,2008-03,0.0
28101,Sauganash,2008-03,446594.0
28102,East Ukrainian Village,2008-03,424532.0
28103,Dunning,2008-03,309056.0
28104,Old Town Triangle,2008-03,474208.0
28105,Hollywood Park,2008-03,382815.0
28106,Kilbourn Park,2008-03,340442.0
28107,Norwood Park West,2008-03,338962.0
28108,West Loop Gate,2008-03,321580.0
28109,East Chatham,2008-03,0.0
28110,Hegewisch,2008-03,120962.0
28111,New Eastside,2008-03,495654.0
28112,Lake Calumet,2008-03,0.0
28113,North Park,2008-03,423947.0
28114,River North,2008-03,341734.0
28115,Ukrainian Village,2008-03,409102.0
28116,Canaryville,2008-03,250466.0
28117,Tri-Taylor,2008-03,239329.0
28118,Calumet River,2008-03,0.0
28119,Arcadia Terrace,2008-03,389475.0
28120,East Hyde Park,2008-03,283976.0
28121,Fulton River District,2008-03,386832.0
28122,Irving Woods,2008-03,307076.0
28123,Union Ridge,2008-03,312098.0
28124,Washington Heights,2008-03,0.0
28125,Big Oaks,2008-03,356277.0
28126,Edgebrook,2008-03,444524.0
28127,South Deering,2008-03,95485.0
28128,Lincoln Square,2008-03,418901.0
28129,Kelvin Park,2008-03,301987.0
28130,West Chatham,2008-03,0.0
28131,Lathrop Homes,2008-03,593202.0
28132,Douglas Park,2008-03,0.0
28133,Homan Square,2008-03,261245.0
28134,West Chesterfield,2008-03,148047.0
28135,East Beverly,2008-03,318967.0
28136,West Beverly,2008-03,285080.0
28137,Goose Island,2008-03,417959.0
28138,Bowmanville,2008-03,453037.0
28139,Oriole Park,2008-03,344009.0
28140,Hanson Park,2008-03,323982.0
28141,Ranch Triangle,2008-03,624103.0
28142,Wrigleyville,2008-03,439368.0
28143,North Kenwood,2008-03,354250.0
28144,Vittum Park,2008-03,243505.0
28145,Wildwood,2008-03,439370.0
28146,Old Norwood Park,2008-03,410750.0
28147,Oakland,2008-03,334565.0
28148,Ida B. Wells - Darrow Homes,2008-03,0.0
28149,Pulaski Park,2008-03,416522.0
28150,Avalon Park,2008-03,204930.0
28151,Lake Meadows,2008-03,305455.0
28152,Ravenswood Manor,2008-03,564390.0
28153,West De Paul,2008-03,690558.0
28154,Chinatown,2008-03,295365.0
28155,Andersonville,2008-03,438562.0
28156,Stony Island Park,2008-03,217810.0
28157,West Morgan Park,2008-03,264876.0
28158,Belmont Terrace,2008-03,281364.0
28159,Magnolia Glen,2008-03,412124.0
28160,Altgeld Gardens,2008-03,0.0
28161,Graceland West,2008-03,560743.0
28162,Marynook,2008-03,179327.0
28163,The Bush,2008-03,0.0
28164,Dearborn Park,2008-03,368709.0
28165,Fifth City,2008-03,0.0
28166,Lakewood - Balmoral,2008-03,843239.0
28167,The Gap,2008-03,418800.0
28168,South East Ravenswood,2008-03,710269.0
28169,Kennedy Park,2008-03,285462.0
28170,The Robert Taylor Homes,2008-03,0.0
28171,Jackson Park Highlands,2008-03,0.0
28172,O'Hare International Airport,2008-03,326592.0
28173,Princeton Park,2008-03,0.0
28174,Printers Row,2008-03,300721.0
28175,River West,2008-03,407599.0
28176,Illinois Medical District,2008-03,0.0
28177,Gladstone Park,2008-03,346394.0
28178,Cottage Grove Heights,2008-03,0.0
28179,East Pilsen,2008-03,367391.0
28180,Fuller Park,2008-03,0.0
28181,Ravenswood Gardens,2008-03,497590.0
28182,Sauganash Woods,2008-03,392652.0
28183,River's Edge,2008-03,813831.0
28184,LeClaire Courts,2008-03,0.0
28185,Pill Hill,2008-03,159389.0
28186,South Old Irving Park,2008-03,374147.0
28187,Tally's Corner,2008-03,375565.0
28188,South Commons,2008-03,0.0
28189,Chrysler Village,2008-03,180297.0
28190,Parkview,2008-03,206619.0
28191,Pullman,2008-03,0.0
28192,Peterson Park,2008-03,446211.0
28193,Beverly Woods,2008-03,238364.0
28194,Greektown,2008-03,0.0
28195,Forest Glen,2008-03,391112.0
28196,Sleepy Hollow,2008-03,202373.0
28197,The Island,2008-03,0.0
28198,Edgewater Glen,2008-03,381706.0
28199,Golden Gate,2008-03,0.0
28200,Marycrest,2008-03,306332.0
28201,Winneconna Parkway,2008-03,0.0
28202,Stateway Gardens,2008-03,180695.0
28203,Lithuanian Plaza,2008-03,0.0
28204,Heart of Italy,2008-03,0.0
28205,Old Edgebrook,2008-03,645957.0
28206,The Villa,2008-03,515503.0
28207,Beverly View,2008-03,148258.0
28208,Eden Green,2008-03,0.0
28209,Mount Greenwood Heights,2008-03,254115.0
28210,Cabrini Green,2008-03,307590.0
28211,Schorsch Forest View,2008-03,372667.0
28212,Riverdale,2008-03,0.0
28213,Groveland Park,2008-03,0.0
28214,Brynford Park,2008-03,555035.0
28215,Logan Square,2008-04,382006.0
28216,Little Village,2008-04,0.0
28217,West Rogers Park,2008-04,321409.0
28218,South Austin,2008-04,162971.0
28219,Albany Park,2008-04,327940.0
28220,Uptown,2008-04,304504.0
28221,Lake View,2008-04,478059.0
28222,Rogers Park,2008-04,257050.0
28223,Gresham,2008-04,177380.0
28224,Brighton Park,2008-04,205978.0
28225,Englewood,2008-04,0.0
28226,Jefferson Park,2008-04,338659.0
28227,Portage Park,2008-04,372444.0
28228,South Loop,2008-04,358032.0
28229,Humboldt Park,2008-04,265404.0
28230,Gage Park,2008-04,171319.0
28231,Bridgeport,2008-04,349040.0
28232,Edgewater,2008-04,260184.0
28233,Lake View East,2008-04,308168.0
28234,South Shore,2008-04,115481.0
28235,Cragin,2008-04,309165.0
28236,Back of the Yards,2008-04,0.0
28237,West Lawn,2008-04,221600.0
28238,Bronzeville,2008-04,239118.0
28239,Belmont Central,2008-04,282448.0
28240,Marquette Park,2008-04,188324.0
28241,Garfield Ridge,2008-04,264781.0
28242,Near North,2008-04,390649.0
28243,West Pullman,2008-04,104351.0
28244,South Chicago,2008-04,0.0
28245,West Town,2008-04,468690.0
28246,West Englewood,2008-04,0.0
28247,North Austin,2008-04,166056.0
28248,East Garfield Park,2008-04,0.0
28249,Ravenswood,2008-04,435663.0
28250,East Side,2008-04,149149.0
28251,Hermosa,2008-04,198000.0
28252,North Center,2008-04,622108.0
28253,Roseland,2008-04,82794.0
28254,Streeterville,2008-04,462504.0
28255,West Elsdon,2008-04,209714.0
28256,Bucktown,2008-04,537412.0
28257,Hyde Park,2008-04,375573.0
28258,Chicago Lawn,2008-04,162653.0
28259,Chatham,2008-04,157278.0
28260,Clearing,2008-04,256447.0
28261,Avondale,2008-04,357230.0
28262,Heart of Chicago,2008-04,348901.0
28263,University Village - Little Italy,2008-04,457903.0
28264,Morgan Park,2008-04,201036.0
28265,Mount Greenwood,2008-04,256613.0
28266,Archer Heights,2008-04,203728.0
28267,O'Hare,2008-04,308508.0
28268,Near West Side,2008-04,327588.0
28269,Galewood,2008-04,271438.0
28270,Park Manor,2008-04,151475.0
28271,Montclare,2008-04,270323.0
28272,Gold Coast,2008-04,516267.0
28273,Irving Park,2008-04,373012.0
28274,Scottsdale,2008-04,221788.0
28275,West Humboldt Park,2008-04,0.0
28276,Lincoln Park,2008-04,485052.0
28277,West Garfield Park,2008-04,0.0
28278,Ashburn,2008-04,211249.0
28279,McKinley Park,2008-04,175983.0
28280,Woodlawn,2008-04,226760.0
28281,Beverly,2008-04,370141.0
28282,Brainerd,2008-04,172928.0
28283,Belmont Heights,2008-04,290333.0
28284,Belmont Gardens,2008-04,236649.0
28285,Wicker Park,2008-04,503460.0
28286,Old Irving Park,2008-04,458269.0
28287,The Loop,2008-04,410551.0
28288,Calumet Heights,2008-04,191599.0
28289,Grand Crossing,2008-04,0.0
28290,Old Town,2008-04,379560.0
28291,Norwood Park East,2008-04,341571.0
28292,Washington Park,2008-04,0.0
28293,Edison Park,2008-04,367104.0
28294,Pilsen,2008-04,309399.0
28295,Roscoe Village,2008-04,688834.0
28296,Sheffield Neighbors,2008-04,881167.0
28297,Wrightwood Neighbors,2008-04,629786.0
28298,Wrightwood,2008-04,210359.0
28299,Budlong Woods,2008-04,289715.0
28300,Burnside,2008-04,125100.0
28301,Fernwood,2008-04,0.0
28302,Noble Square,2008-04,461162.0
28303,Rosemoor,2008-04,150823.0
28304,Kenwood,2008-04,397079.0
28305,Longwood Manor,2008-04,0.0
28306,Schorsch Village,2008-04,319978.0
28307,Mayfair,2008-04,340246.0
28308,North Mayfair,2008-04,326901.0
28309,West Woodlawn,2008-04,0.0
28310,Sauganash,2008-04,442239.0
28311,East Ukrainian Village,2008-04,430439.0
28312,Dunning,2008-04,303332.0
28313,Old Town Triangle,2008-04,479494.0
28314,Hollywood Park,2008-04,374422.0
28315,Kilbourn Park,2008-04,341942.0
28316,Norwood Park West,2008-04,334704.0
28317,West Loop Gate,2008-04,316395.0
28318,East Chatham,2008-04,0.0
28319,Hegewisch,2008-04,120021.0
28320,New Eastside,2008-04,489212.0
28321,Lake Calumet,2008-04,0.0
28322,North Park,2008-04,415078.0
28323,River North,2008-04,335867.0
28324,Ukrainian Village,2008-04,412834.0
28325,Canaryville,2008-04,251957.0
28326,Tri-Taylor,2008-04,236381.0
28327,Calumet River,2008-04,0.0
28328,Arcadia Terrace,2008-04,382082.0
28329,East Hyde Park,2008-04,288255.0
28330,Fulton River District,2008-04,381029.0
28331,Irving Woods,2008-04,303199.0
28332,Union Ridge,2008-04,305937.0
28333,Washington Heights,2008-04,0.0
28334,Big Oaks,2008-04,349739.0
28335,Edgebrook,2008-04,443491.0
28336,South Deering,2008-04,96267.0
28337,Lincoln Square,2008-04,412024.0
28338,Kelvin Park,2008-04,295426.0
28339,West Chatham,2008-04,0.0
28340,Lathrop Homes,2008-04,584879.0
28341,Douglas Park,2008-04,0.0
28342,Homan Square,2008-04,256525.0
28343,West Chesterfield,2008-04,143557.0
28344,East Beverly,2008-04,304982.0
28345,West Beverly,2008-04,281452.0
28346,Goose Island,2008-04,415959.0
28347,Bowmanville,2008-04,438990.0
28348,Oriole Park,2008-04,340129.0
28349,Hanson Park,2008-04,322661.0
28350,Ranch Triangle,2008-04,631236.0
28351,Wrigleyville,2008-04,445010.0
28352,North Kenwood,2008-04,345935.0
28353,Vittum Park,2008-04,239526.0
28354,Wildwood,2008-04,439032.0
28355,Old Norwood Park,2008-04,411773.0
28356,Oakland,2008-04,334733.0
28357,Ida B. Wells - Darrow Homes,2008-04,0.0
28358,Pulaski Park,2008-04,411928.0
28359,Avalon Park,2008-04,196021.0
28360,Lake Meadows,2008-04,308038.0
28361,Ravenswood Manor,2008-04,569193.0
28362,West De Paul,2008-04,700064.0
28363,Chinatown,2008-04,288920.0
28364,Andersonville,2008-04,421964.0
28365,Stony Island Park,2008-04,213251.0
28366,West Morgan Park,2008-04,268305.0
28367,Belmont Terrace,2008-04,279021.0
28368,Magnolia Glen,2008-04,409997.0
28369,Altgeld Gardens,2008-04,0.0
28370,Graceland West,2008-04,567171.0
28371,Marynook,2008-04,181890.0
28372,The Bush,2008-04,0.0
28373,Dearborn Park,2008-04,370792.0
28374,Fifth City,2008-04,0.0
28375,Lakewood - Balmoral,2008-04,827109.0
28376,The Gap,2008-04,409953.0
28377,South East Ravenswood,2008-04,715932.0
28378,Kennedy Park,2008-04,282396.0
28379,The Robert Taylor Homes,2008-04,0.0
28380,Jackson Park Highlands,2008-04,0.0
28381,O'Hare International Airport,2008-04,329605.0
28382,Princeton Park,2008-04,0.0
28383,Printers Row,2008-04,297139.0
28384,River West,2008-04,402922.0
28385,Illinois Medical District,2008-04,0.0
28386,Gladstone Park,2008-04,337257.0
28387,Cottage Grove Heights,2008-04,0.0
28388,East Pilsen,2008-04,362607.0
28389,Fuller Park,2008-04,0.0
28390,Ravenswood Gardens,2008-04,492873.0
28391,Sauganash Woods,2008-04,389243.0
28392,River's Edge,2008-04,810515.0
28393,LeClaire Courts,2008-04,0.0
28394,Pill Hill,2008-04,158541.0
28395,South Old Irving Park,2008-04,373152.0
28396,Tally's Corner,2008-04,376958.0
28397,South Commons,2008-04,0.0
28398,Chrysler Village,2008-04,180170.0
28399,Parkview,2008-04,200044.0
28400,Pullman,2008-04,0.0
28401,Peterson Park,2008-04,448558.0
28402,Beverly Woods,2008-04,240929.0
28403,Greektown,2008-04,0.0
28404,Forest Glen,2008-04,386262.0
28405,Sleepy Hollow,2008-04,205827.0
28406,The Island,2008-04,0.0
28407,Edgewater Glen,2008-04,380298.0
28408,Golden Gate,2008-04,0.0
28409,Marycrest,2008-04,307091.0
28410,Winneconna Parkway,2008-04,0.0
28411,Stateway Gardens,2008-04,183171.0
28412,Lithuanian Plaza,2008-04,0.0
28413,Heart of Italy,2008-04,0.0
28414,Old Edgebrook,2008-04,649681.0
28415,The Villa,2008-04,507691.0
28416,Beverly View,2008-04,149088.0
28417,Eden Green,2008-04,0.0
28418,Mount Greenwood Heights,2008-04,252520.0
28419,Cabrini Green,2008-04,305311.0
28420,Schorsch Forest View,2008-04,359325.0
28421,Riverdale,2008-04,0.0
28422,Groveland Park,2008-04,0.0
28423,Brynford Park,2008-04,554301.0
28424,Logan Square,2008-05,382558.0
28425,Little Village,2008-05,0.0
28426,West Rogers Park,2008-05,321743.0
28427,South Austin,2008-05,163975.0
28428,Albany Park,2008-05,326898.0
28429,Uptown,2008-05,304730.0
28430,Lake View,2008-05,493660.0
28431,Rogers Park,2008-05,259011.0
28432,Gresham,2008-05,173251.0
28433,Brighton Park,2008-05,205713.0
28434,Englewood,2008-05,0.0
28435,Jefferson Park,2008-05,337533.0
28436,Portage Park,2008-05,370359.0
28437,South Loop,2008-05,367802.0
28438,Humboldt Park,2008-05,272606.0
28439,Gage Park,2008-05,170253.0
28440,Bridgeport,2008-05,348267.0
28441,Edgewater,2008-05,260106.0
28442,Lake View East,2008-05,317669.0
28443,South Shore,2008-05,115167.0
28444,Cragin,2008-05,306177.0
28445,Back of the Yards,2008-05,0.0
28446,West Lawn,2008-05,221434.0
28447,Bronzeville,2008-05,245635.0
28448,Belmont Central,2008-05,288240.0
28449,Marquette Park,2008-05,182510.0
28450,Garfield Ridge,2008-05,265283.0
28451,Near North,2008-05,391346.0
28452,West Pullman,2008-05,104811.0
28453,South Chicago,2008-05,0.0
28454,West Town,2008-05,469920.0
28455,West Englewood,2008-05,0.0
28456,North Austin,2008-05,170782.0
28457,East Garfield Park,2008-05,0.0
28458,Ravenswood,2008-05,437735.0
28459,East Side,2008-05,153758.0
28460,Hermosa,2008-05,200797.0
28461,North Center,2008-05,640217.0
28462,Roseland,2008-05,85508.0
28463,Streeterville,2008-05,474200.0
28464,West Elsdon,2008-05,209264.0
28465,Bucktown,2008-05,542332.0
28466,Hyde Park,2008-05,365512.0
28467,Chicago Lawn,2008-05,165183.0
28468,Chatham,2008-05,161041.0
28469,Clearing,2008-05,250038.0
28470,Avondale,2008-05,365534.0
28471,Heart of Chicago,2008-05,353616.0
28472,University Village - Little Italy,2008-05,459975.0
28473,Morgan Park,2008-05,202441.0
28474,Mount Greenwood,2008-05,258097.0
28475,Archer Heights,2008-05,208231.0
28476,O'Hare,2008-05,309194.0
28477,Near West Side,2008-05,337547.0
28478,Galewood,2008-05,274188.0
28479,Park Manor,2008-05,152189.0
28480,Montclare,2008-05,271144.0
28481,Gold Coast,2008-05,533949.0
28482,Irving Park,2008-05,379336.0
28483,Scottsdale,2008-05,222410.0
28484,West Humboldt Park,2008-05,0.0
28485,Lincoln Park,2008-05,501623.0
28486,West Garfield Park,2008-05,0.0
28487,Ashburn,2008-05,212051.0
28488,McKinley Park,2008-05,176474.0
28489,Woodlawn,2008-05,225072.0
28490,Beverly,2008-05,370606.0
28491,Brainerd,2008-05,174363.0
28492,Belmont Heights,2008-05,290457.0
28493,Belmont Gardens,2008-05,242234.0
28494,Wicker Park,2008-05,507312.0
28495,Old Irving Park,2008-05,461703.0
28496,The Loop,2008-05,416202.0
28497,Calumet Heights,2008-05,194342.0
28498,Grand Crossing,2008-05,0.0
28499,Old Town,2008-05,379937.0
28500,Norwood Park East,2008-05,342872.0
28501,Washington Park,2008-05,0.0
28502,Edison Park,2008-05,369958.0
28503,Pilsen,2008-05,309420.0
28504,Roscoe Village,2008-05,692122.0
28505,Sheffield Neighbors,2008-05,884488.0
28506,Wrightwood Neighbors,2008-05,632139.0
28507,Wrightwood,2008-05,216234.0
28508,Budlong Woods,2008-05,298091.0
28509,Burnside,2008-05,124742.0
28510,Fernwood,2008-05,0.0
28511,Noble Square,2008-05,477856.0
28512,Rosemoor,2008-05,156636.0
28513,Kenwood,2008-05,398783.0
28514,Longwood Manor,2008-05,0.0
28515,Schorsch Village,2008-05,319536.0
28516,Mayfair,2008-05,347137.0
28517,North Mayfair,2008-05,333264.0
28518,West Woodlawn,2008-05,0.0
28519,Sauganash,2008-05,446297.0
28520,East Ukrainian Village,2008-05,445169.0
28521,Dunning,2008-05,301865.0
28522,Old Town Triangle,2008-05,494987.0
28523,Hollywood Park,2008-05,375532.0
28524,Kilbourn Park,2008-05,349132.0
28525,Norwood Park West,2008-05,336943.0
28526,West Loop Gate,2008-05,316407.0
28527,East Chatham,2008-05,0.0
28528,Hegewisch,2008-05,121796.0
28529,New Eastside,2008-05,492115.0
28530,Lake Calumet,2008-05,0.0
28531,North Park,2008-05,414595.0
28532,River North,2008-05,336689.0
28533,Ukrainian Village,2008-05,424986.0
28534,Canaryville,2008-05,255953.0
28535,Tri-Taylor,2008-05,238866.0
28536,Calumet River,2008-05,0.0
28537,Arcadia Terrace,2008-05,381253.0
28538,East Hyde Park,2008-05,297425.0
28539,Fulton River District,2008-05,383185.0
28540,Irving Woods,2008-05,304708.0
28541,Union Ridge,2008-05,305505.0
28542,Washington Heights,2008-05,0.0
28543,Big Oaks,2008-05,349271.0
28544,Edgebrook,2008-05,449605.0
28545,South Deering,2008-05,98747.0
28546,Lincoln Square,2008-05,413637.0
28547,Kelvin Park,2008-05,293406.0
28548,West Chatham,2008-05,0.0
28549,Lathrop Homes,2008-05,589265.0
28550,Douglas Park,2008-05,0.0
28551,Homan Square,2008-05,258128.0
28552,West Chesterfield,2008-05,141552.0
28553,East Beverly,2008-05,297189.0
28554,West Beverly,2008-05,281971.0
28555,Goose Island,2008-05,419699.0
28556,Bowmanville,2008-05,430037.0
28557,Oriole Park,2008-05,341879.0
28558,Hanson Park,2008-05,318990.0
28559,Ranch Triangle,2008-05,651868.0
28560,Wrigleyville,2008-05,459379.0
28561,North Kenwood,2008-05,343191.0
28562,Vittum Park,2008-05,238233.0
28563,Wildwood,2008-05,444898.0
28564,Old Norwood Park,2008-05,419506.0
28565,Oakland,2008-05,339023.0
28566,Ida B. Wells - Darrow Homes,2008-05,0.0
28567,Pulaski Park,2008-05,416987.0
28568,Avalon Park,2008-05,191477.0
28569,Lake Meadows,2008-05,311164.0
28570,Ravenswood Manor,2008-05,584256.0
28571,West De Paul,2008-05,724068.0
28572,Chinatown,2008-05,288038.0
28573,Andersonville,2008-05,413335.0
28574,Stony Island Park,2008-05,212318.0
28575,West Morgan Park,2008-05,275823.0
28576,Belmont Terrace,2008-05,280261.0
